Соколов;2002-02-05;ИнЗем;2
Петров;2006-02-02;Имикн;1
Попов;2000-12-06;ИФиЖ;5
Кузнецов;2004-11-14;Фэи;2
Петров;2006-11-04;Имикн;1
Соколов;2000-07-07;Ифк;3
Кузнецов;2002-12-13;Фэи;5
Смирнов;2005-06-23;ИФиЖ;3
Кузнецов;2005-10-11;ИнЗем;6
Кузнецов;2002-11-24;Фэи;3
Петров;2005-07-27;Фэи;1
Васильев;2006-10-01;Имикн;1
Иванов;2001-03-05;Ифк;2
Михайлов;2006-02-12;Фэи;2
Васильев;2006-12-16;Имикн;1
Попов;2003-08-07;Ифк;1
Васильев;2006-03-04;ИФиЖ;2
Иванов;2003-02-04;Ифк;2
Иванов;2003-08-07;ИнЗем;2
Васильев;2005-06-07;Фэи;1
Смирнов;2006-06-04;ИФиЖ;5
Михайлов;2000-05-13;Ифк;3
Попов;2000-09-14;ИФиЖ;5
Михайлов;2004-03-09;Имикн;6
Кузнецов;2000-07-17;Ифк;4
Соколов;2004-11-25;Имикн;2
Попов;2002-09-23;Имикн;4
Смирнов;2000-07-14;ИнЗем;2
Петров;2006-03-13;ИФиЖ;2
Кузнецов;2005-01-15;Фэи;2
Михайлов;2002-04-23;Фэи;3
Иванов;2000-01-11;Фэи;3
Кузнецов;2005-05-27;ИФиЖ;4
Соколов;2005-09-22;ИнЗем;5
Иванов;2005-05-26;ИФиЖ;5
Соколов;2001-12-12;ИнЗем;1
Кузнецов;2001-01-09;Ифк;4
Михайлов;2005-11-18;ИнЗем;6
Соколов;2001-01-12;Имикн;6
Попов;2005-02-22;Имикн;3
Михайлов;2006-07-03;Ифк;5
Кузнецов;2004-05-01;Фэи;6
Васильев;2006-02-13;Ифк;5
Васильев;2005-08-01;Ифк;2
Васильев;2000-12-01;ИФиЖ;5
Кузнецов;2006-01-05;ИФиЖ;4
Васильев;2002-10-23;Имикн;5
Кузнецов;2002-12-13;ИФиЖ;5
Смирнов;2001-12-17;ИФиЖ;6
Петров;2001-08-23;Фэи;1
Васильев;2004-10-23;Имикн;3
Попов;2000-06-12;Ифк;2
Кузнецов;2004-08-10;ИФиЖ;5
Васильев;2000-06-01;Ифк;4
Михайлов;2003-09-13;Ифк;1
Иванов;2002-06-19;Имикн;1
Соколов;2002-05-19;ИФиЖ;6
Попов;2006-08-11;Имикн;2
Михайлов;2006-03-05;Фэи;2
Кузнецов;2003-01-13;Фэи;1
Кузнецов;2001-05-02;ИФиЖ;4
Смирнов;2003-06-07;ИФиЖ;6
Кузнецов;2005-01-07;Имикн;3
Соколов;2002-09-01;Фэи;6
Кузнецов;2002-05-21;ИнЗем;4
Иванов;2006-02-25;Имикн;1
Иванов;2006-02-17;Ифк;4
Петров;2003-03-03;Имикн;1
Петров;2001-04-15;Фэи;2
Петров;2004-03-26;Ифк;2
Васильев;2006-12-14;Ифк;1
Петров;2001-12-16;Имикн;1
Михайлов;2004-03-01;Фэи;3
Михайлов;2000-10-01;Фэи;3
Кузнецов;2002-09-10;ИФиЖ;4
Михайлов;2004-05-01;Ифк;6
Соколов;2006-08-17;Имикн;6
Петров;2005-12-24;Имикн;4
Кузнецов;2002-06-11;Имикн;5
Васильев;2004-01-13;ИнЗем;3
Соколов;2004-01-24;Фэи;5
Попов;2004-10-13;Ифк;4
Иванов;2001-07-19;Фэи;1
Кузнецов;2006-08-27;ИнЗем;2
Иванов;2006-05-24;Имикн;4
Васильев;2005-02-15;ИФиЖ;1
Попов;2004-01-05;ИФиЖ;5
Васильев;2004-06-07;Фэи;5
Попов;2000-01-23;Фэи;1
Соколов;2003-08-15;Фэи;4
Смирнов;2002-09-07;Ифк;2
Смирнов;2002-09-03;Ифк;4
Попов;2000-03-14;Фэи;4
Кузнецов;2005-12-24;Фэи;4
Кузнецов;2003-12-01;Имикн;6
Соколов;2006-10-15;Имикн;3
Петров;2001-12-25;ИнЗем;2
Кузнецов;2006-09-07;Фэи;5
Попов;2005-01-24;Имикн;5
Васильев;2002-10-22;Ифк;2
Попов;2002-10-08;Фэи;6
Иванов;2002-04-21;Ифк;1
Петров;2006-03-03;ИнЗем;2
Кузнецов;2004-04-24;Ифк;2
Соколов;2003-12-02;Фэи;4
Попов;2002-08-23;Ифк;4
Петров;2002-04-20;ИФиЖ;1
Попов;2006-03-26;Фэи;6
Смирнов;2006-08-06;Ифк;2
Соколов;2004-11-28;Фэи;2
Иванов;2002-03-25;ИнЗем;3
Попов;2002-06-04;Имикн;2
Кузнецов;2001-06-08;Имикн;4
Кузнецов;2004-03-14;ИнЗем;5
Соколов;2005-01-08;Имикн;6
Соколов;2000-11-04;Имикн;3
Васильев;2003-06-03;Ифк;6
Попов;2004-03-07;ИФиЖ;5
Васильев;2005-12-07;Имикн;6
Кузнецов;2004-12-02;ИФиЖ;3
Васильев;2006-02-22;Фэи;5
Попов;2003-06-11;Имикн;4
Кузнецов;2002-01-08;ИнЗем;4
Смирнов;2001-03-25;Имикн;5
Иванов;2006-06-03;Фэи;3
Васильев;2006-03-27;Фэи;4
Соколов;2002-07-22;ИнЗем;3
Михайлов;2004-12-25;Имикн;2
Васильев;2001-01-17;ИнЗем;6
Смирнов;2001-01-12;Имикн;6
Петров;2005-11-10;ИнЗем;6
Васильев;2005-11-27;Имикн;3
Михайлов;2002-11-07;Имикн;2
Михайлов;2005-02-24;ИнЗем;5
Кузнецов;2003-07-11;Фэи;5
Соколов;2004-12-10;ИнЗем;5
Васильев;2004-02-18;Имикн;2
Попов;2003-01-26;Имикн;4
Васильев;2003-11-07;ИФиЖ;5
Соколов;2004-12-02;ИнЗем;5
Соколов;2006-08-02;ИФиЖ;1
Петров;2005-10-09;ИФиЖ;2
Васильев;2002-08-27;Ифк;3
Иванов;2003-11-15;Имикн;4
Петров;2001-04-03;ИнЗем;6
Васильев;2003-09-27;ИнЗем;3
Петров;2006-04-10;Фэи;5
Михайлов;2002-12-18;Фэи;4
Васильев;2005-10-03;ИФиЖ;2
Петров;2004-06-02;Ифк;2
Васильев;2006-09-07;ИнЗем;3
Кузнецов;2003-02-07;Фэи;2
Петров;2000-11-13;Ифк;6
Попов;2005-04-04;Фэи;6
Кузнецов;2002-05-11;Ифк;1
Михайлов;2006-01-27;ИнЗем;3
Петров;2003-04-24;ИнЗем;4
Попов;2003-05-28;Имикн;5
Смирнов;2000-08-20;ИФиЖ;3
Михайлов;2004-09-28;Фэи;5
Смирнов;2006-08-04;ИнЗем;5
Кузнецов;2002-04-18;Имикн;5
Петров;2002-10-19;Ифк;4
Петров;2003-03-24;Ифк;4
Смирнов;2005-08-01;Ифк;1
Васильев;2005-12-16;ИФиЖ;4
Иванов;2005-02-03;ИФиЖ;6
Смирнов;2000-03-28;Имикн;1
Петров;2003-07-18;ИФиЖ;5
Михайлов;2000-11-20;ИнЗем;2
Кузнецов;2003-02-18;Имикн;2
Попов;2000-12-05;Ифк;2
Попов;2004-11-04;ИнЗем;3
Васильев;2005-11-06;Имикн;4
Кузнецов;2006-11-12;Фэи;2
Кузнецов;2004-07-06;ИнЗем;1
Иванов;2001-07-24;Имикн;4
Соколов;2006-05-09;Фэи;1
Михайлов;2005-09-18;ИнЗем;1
Смирнов;2005-01-07;ИФиЖ;1
Соколов;2002-09-22;ИнЗем;4
Васильев;2002-10-13;Фэи;4
Соколов;2006-12-26;Фэи;6
Кузнецов;2002-05-24;Имикн;4
Васильев;2002-10-02;Фэи;6
Соколов;2005-05-09;Имикн;1
Васильев;2003-05-16;Имикн;5
Смирнов;2002-09-06;Ифк;5
Попов;2001-12-14;ИнЗем;5
Соколов;2002-07-05;Фэи;4
Иванов;2003-12-14;Имикн;5
Васильев;2003-03-17;Фэи;3
Смирнов;2003-09-07;ИФиЖ;2
Иванов;2003-02-07;Имикн;5
Смирнов;2006-10-20;ИнЗем;4
Михайлов;2006-05-05;Фэи;5
Петров;2003-09-27;Фэи;6
Попов;2005-12-01;Имикн;1
Кузнецов;2004-05-12;ИнЗем;5
Иванов;2000-10-09;ИФиЖ;3
Попов;2006-08-21;Фэи;6
Петров;2000-07-01;ИФиЖ;6
Кузнецов;2002-02-19;Фэи;3
Михайлов;2006-04-11;Ифк;2
Петров;2004-02-12;Имикн;5
Соколов;2000-04-16;Имикн;5
Соколов;2006-03-07;Фэи;2
Васильев;2003-01-20;ИФиЖ;5
Кузнецов;2000-08-15;Ифк;6
Кузнецов;2002-10-13;ИФиЖ;1
Иванов;2004-01-22;Имикн;1
Михайлов;2001-02-02;Ифк;3
Михайлов;2005-09-07;ИФиЖ;3
Васильев;2000-06-04;ИнЗем;1
Иванов;2004-06-09;Фэи;6
Попов;2005-06-16;ИнЗем;3
Петров;2002-09-15;ИнЗем;1
Петров;2000-04-28;ИнЗем;1
Михайлов;2006-12-19;Фэи;6
Соколов;2002-04-27;Ифк;6
Смирнов;2000-06-10;Имикн;1
Иванов;2004-11-26;ИнЗем;4
Васильев;2005-05-10;ИФиЖ;5
Смирнов;2001-06-13;Фэи;4
Васильев;2005-05-27;ИФиЖ;3
Михайлов;2005-05-13;Фэи;3
Кузнецов;2000-08-26;ИнЗем;3
Васильев;2004-02-26;ИнЗем;2
Соколов;2003-07-02;Имикн;1
Васильев;2003-12-11;ИнЗем;2
Михайлов;2002-05-14;Ифк;5
Васильев;2004-11-12;Имикн;4
Михайлов;2002-06-06;Имикн;2
Попов;2001-03-13;ИФиЖ;1
Соколов;2006-08-11;Имикн;6
Смирнов;2005-02-21;Фэи;2
Кузнецов;2004-02-05;Фэи;1
Петров;2005-07-16;ИнЗем;2
Петров;2005-05-20;ИнЗем;1
Петров;2000-02-19;Фэи;4
Михайлов;2004-10-17;Имикн;2
Кузнецов;2001-09-13;ИФиЖ;2
Васильев;2004-08-22;Ифк;1
Кузнецов;2002-05-14;Ифк;3
Васильев;2004-10-22;Ифк;3
Смирнов;2003-08-28;ИФиЖ;2
Петров;2000-06-02;ИнЗем;2
Иванов;2006-11-28;Фэи;3
Кузнецов;2003-07-11;ИнЗем;4
Попов;2006-06-15;Имикн;2
Кузнецов;2006-11-05;Имикн;3
Соколов;2001-12-28;Фэи;3
Петров;2002-07-08;Фэи;5
Петров;2000-01-12;Ифк;5
Попов;2006-12-11;Имикн;1
Петров;2001-08-06;Ифк;5
Петров;2004-02-20;Ифк;4
Смирнов;2000-10-16;Фэи;1
Смирнов;2000-09-20;Фэи;5
Петров;2002-07-21;Имикн;1
Васильев;2004-01-11;Фэи;2
Михайлов;2001-09-24;Имикн;6
Попов;2006-09-21;ИнЗем;1
Кузнецов;2003-02-11;ИФиЖ;4
Петров;2004-03-07;Имикн;1
Петров;2000-06-18;ИФиЖ;1
Иванов;2001-11-20;ИнЗем;3
Иванов;2003-03-17;ИнЗем;3
Соколов;2006-06-23;Имикн;3
Михайлов;2000-09-14;ИнЗем;6
Попов;2003-08-06;Имикн;2
Соколов;2006-04-19;Имикн;2
Попов;2001-08-24;ИФиЖ;2
Петров;2006-03-28;Имикн;2
Кузнецов;2005-10-03;Имикн;3
Васильев;2006-05-25;ИнЗем;2
Васильев;2006-06-18;Ифк;1
Попов;2000-11-24;Фэи;2
Попов;2003-10-01;ИФиЖ;4
Петров;2005-02-20;ИФиЖ;6
Попов;2002-10-16;ИФиЖ;5
Кузнецов;2004-03-16;Имикн;4
Иванов;2004-02-20;Имикн;5
Кузнецов;2000-08-01;Имикн;5
Соколов;2004-01-15;ИФиЖ;1
Васильев;2005-11-28;ИФиЖ;4
Соколов;2006-01-27;ИФиЖ;5
Иванов;2000-08-18;Фэи;1
Кузнецов;2002-08-22;ИнЗем;4
Попов;2000-05-20;ИнЗем;1
Иванов;2001-07-06;ИФиЖ;3
Соколов;2000-09-14;ИнЗем;4
Васильев;2006-03-27;Ифк;5
Смирнов;2000-12-24;ИнЗем;3
Васильев;2000-09-19;ИФиЖ;2
Михайлов;2001-08-18;Фэи;3
Васильев;2001-09-17;ИнЗем;4
Петров;2002-01-07;Фэи;5
Васильев;2002-03-22;Фэи;5
Петров;2000-03-16;ИнЗем;5
Кузнецов;2000-09-25;Фэи;5
Попов;2003-04-24;Фэи;5
Соколов;2006-02-26;Фэи;4
Кузнецов;2002-03-05;ИнЗем;5
Иванов;2005-11-03;ИФиЖ;2
Михайлов;2000-12-01;Ифк;1
Попов;2001-05-06;Ифк;2
Смирнов;2006-03-05;Ифк;1
Попов;2004-11-12;ИнЗем;5
Смирнов;2002-12-28;ИФиЖ;3
Кузнецов;2000-08-08;Имикн;1
Иванов;2003-10-23;Ифк;1
Иванов;2000-07-16;ИФиЖ;2
Петров;2006-12-15;ИнЗем;5
Васильев;2000-09-01;ИФиЖ;2
Соколов;2001-09-21;Фэи;2
Михайлов;2000-12-13;ИнЗем;5
Соколов;2000-01-04;ИФиЖ;3
Попов;2001-05-06;ИнЗем;2
Попов;2002-01-22;Ифк;3
Петров;2004-11-10;Фэи;5
Михайлов;2002-09-03;Ифк;6
Попов;2003-05-24;Имикн;2
Соколов;2000-12-16;Имикн;2
Кузнецов;2005-03-04;ИФиЖ;5
Михайлов;2002-08-26;ИФиЖ;1
Кузнецов;2003-10-21;Имикн;3
Иванов;2004-11-03;Имикн;4
Васильев;2001-08-16;Фэи;3
Попов;2001-04-26;Имикн;4
Попов;2004-06-03;Имикн;6
Попов;2002-03-18;Ифк;4
Смирнов;2000-09-11;ИФиЖ;1
Петров;2005-09-04;ИФиЖ;6
Соколов;2005-01-22;ИФиЖ;4
Соколов;2001-09-05;Ифк;3
Иванов;2000-05-10;Ифк;6
Васильев;2001-07-01;Имикн;1
Михайлов;2003-02-12;Фэи;2
Попов;2003-04-10;Ифк;1
Попов;2003-06-19;ИнЗем;5
Смирнов;2001-11-18;ИнЗем;2
Михайлов;2006-10-03;Фэи;4
Попов;2002-04-26;ИФиЖ;4
Васильев;2004-03-09;Фэи;5
Соколов;2004-10-24;Имикн;1
Михайлов;2003-03-27;Фэи;1
Петров;2004-01-07;Фэи;2
Петров;2002-05-20;ИФиЖ;5
Кузнецов;2005-11-22;Фэи;2
Михайлов;2001-06-02;Ифк;1
Смирнов;2005-11-04;ИнЗем;5
Соколов;2001-09-15;ИнЗем;5
Иванов;2006-12-02;Имикн;6
Петров;2004-04-11;ИнЗем;3
Михайлов;2000-05-26;ИнЗем;3
Михайлов;2003-01-04;Имикн;3
Смирнов;2006-02-09;ИФиЖ;3
Соколов;2005-07-10;ИнЗем;4
Михайлов;2005-01-18;Фэи;6
Смирнов;2000-12-22;Ифк;1
Смирнов;2000-01-26;Фэи;4
Смирнов;2000-09-03;ИнЗем;4
Попов;2002-02-27;Имикн;2
Иванов;2006-02-12;ИнЗем;1
Кузнецов;2005-12-27;Фэи;6
Кузнецов;2006-02-24;Ифк;3
Иванов;2006-10-08;ИнЗем;6
Соколов;2006-06-02;Фэи;4
Михайлов;2006-07-10;Фэи;6
Попов;2001-02-05;ИнЗем;5
Соколов;2000-09-24;Ифк;2
